"MaterialName";"Category";"AdditionalNotes";"Quantity";"NVL";"BEN";"PercentComplete";"Fixture";"AssetNumber";"BEN4LPR";"CurrentState";"IndividuallyAssigned";"LamPartNumber";"LaptopAssignedBEDShift";"LaptopAssignedBENShift";"LaptopAssignedFEDShift";"LaptopAssignedFENShift";"LaptopAssignedMF";"LaptopDepartment";"RecordIDNumber";"SerialNumber";"materialPK"
"#22";"Facilities Kit/Cage";"";0;"";"2092111A";"94T";0;"";"2092111A";"Unavailable to Loan";0;"";"";"";"";"";"";"";184;"";180
"#23";"Facilities Kit/Cage";"";1;"";"";"";0;"";"";"Available to Loan";0;"";"";"";"";"";"";"";185;"";181
"#24";"Facilities Kit/Cage";"";0;"";"2194071C";"84T";0;"";"2194071C";"Unavailable to Loan";0;"";"";"";"";"";"";"";186;"";182
"#25";"Facilities Kit/Cage";"";1;"";"";"";0;"";"";"Available to Loan";0;"";"";"";"";"";"";"";1621;"";183
"#26";"Facilities Kit/Cage";"";1;"";"";"";0;"";"";"Available to Loan";0;"";"";"";"";"";"";"";188;"";184
"#27";"Facilities Kit/Cage";"";1;"";"";"";0;"";"";"Available to Loan";0;"";"";"";"";"";"";"";189;"";185
"#28";"Facilities Kit/Cage";"";1;"";"";"";0;"";"";"Available to Loan";0;"";"";"";"";"";"";"";190;"";186
"#29";"Facilities Kit/Cage";"";1;"";"";"";0;"";"";"Available to Loan";0;"";"";"";"";"";"";"";191;"";187
"#30";"Facilities Kit/Cage";"";0;"";"2230911B";"72A";0;"";"2230911B";"Unavailable to Loan";0;"";"";"";"";"";"";"";192;"";188
"#31";"Facilities Kit/Cage";"";1;"";"";"";0;"";"";"Available to Loan";0;"";"";"";"";"";"";"";193;"";189
"#32";"Facilities Kit/Cage";"";1;"";"";"";0;"";"";"Available to Loan";0;"";"";"";"";"";"";"";194;"";190
"#33";"Facilities Kit/Cage";"";0;"";"2212571C";"0T";0;"";"2212571C";"Unavailable to Loan";0;"";"";"";"";"";"";"";195;"";191
"#34";"Facilities Kit/Cage";"";1;"";"";"";0;"";"";"Available to Loan";0;"";"";"";"";"";"";"";196;"";192
"#35";"Facilities Kit/Cage";"";0;"";"2182461B";"80A";0;"";"2182461B";"Unavailable to Loan";0;"";"";"";"";"";"";"";197;"";193
"#82";"Facilities Kit/Cage";"";1;"";"";"";0;"";"";"Available to Loan";0;"";"";"";"";"";"";"";244;"";194
"#36";"Facilities Kit/Cage";"";1;"";"";"";0;"";"";"Available to Loan";0;"";"";"";"";"";"";"";198;"";195
"#83";"Facilities Kit/Cage";"";1;"";"";"";0;"";"";"Available to Loan";0;"";"";"";"";"";"";"";245;"";196
"#84";"Facilities Kit/Cage";"";1;"";"";"";0;"";"";"Available to Loan";0;"";"";"";"";"";"";"";246;"";197
"#85";"Facilities Kit/Cage";"";1;"";"";"";0;"";"";"Available to Loan";0;"";"";"";"";"";"";"";247;"";198
"#86";"Facilities Kit/Cage";"";1;"";"";"";0;"";"";"Available to Loan";0;"";"";"";"";"";"";"";248;"";199
"#87";"Facilities Kit/Cage";"";1;"";"";"";0;"";"";"Available to Loan";0;"";"";"";"";"";"";"";249;"";200
"#88";"Facilities Kit/Cage";"";1;"";"";"";0;"";"";"Available to Loan";0;"";"";"";"";"";"";"";250;"";201
"20-0105";"Other (Please describe)";"FTG, Connector, Male, 50in x 75in";10;"";"";"";0;"";"";"Available to Loan";0;"20-0105";"";"";"";"";"";"";1792;"";202
"25D";"SWIC-Supported GIS Laptop";"T460 ";0;"";"";"";0;"A3000062";"";"Cleanroom Item";0;"";"";"";"";"";"";"Final Test";1230;"";203
"26D";"SWIC-Supported GIS Laptop";"T450";1;"";"";"";0;"A204278";"";"Cleanroom Item";0;"";"";"";"Ryan Flynn <63005106.dxbi>";"";"";"Final Test";1602;"PC-0ACH8S";204
"26N";"SWIC-Supported GIS Laptop";"T470";1;"";"";"";0;"A301312";"";"Cleanroom Item";0;"";"";"Cris Mangiurea <59870617.cpw3>";"";"Ben Scogin <60342063.chit>";"";"Final Test";655;"";205
"20-0132";"Other (Please describe)";"3/4"" Male Tee""";21;"";"";"";0;"";"";"Available to Loan";0;"20-0132";"";"";"";"";"";"";1877;"";206
"27-106107-00";"Other (Please describe)";"Pendant, Emergency Stop";4;"";"";"";0;"";"";"Available to Loan";0;"";"";"";"";"";"";"";2221;"";207
"27-267330-00";"Other (Please describe)";"Power Supply, 24V, 3.3A, 80W, 90-264 VAC";1;"";"";"";0;"";"";"Available to Loan";0;"";"";"";"";"";"";"";2202;"";208
"20-120629-00";"Other (Please describe)";"Male Connector 1"" x 1"""" Male Pipe""";20;"";"";"";0;"";"";"Available to Loan";0;"20-120629-00";"";"";"";"";"";"";1907;"";209
"27-326390-00";"Other (Please describe)";"Pendant, Teach w/EMO TT";8;"";"";"";0;"";"";"Available to Loan";0;"";"";"";"";"";"";"";2222;"";210
"27-412251-00";"Tools- Gauges & Levels";"Hastings Gauge Box
";8;"";"";"";0;"";"";"Available to Loan";0;"";"";"";"";"";"";"";2244;"";211
"#89";"Facilities Kit/Cage";"";0;"";"";"";0;"";"";"Unavailable to Loan";0;"";"";"";"";"";"";"";251;"";212
"274A70";"Other (Please describe)";"";3;"";"";"";0;"";"";"Available to Loan";0;"";"";"";"";"";"";"";2245;"MFG: 274A70";213
"20-132330-00";"Other (Please describe)";"PED Fixture PIN";24;"";"";"";0;"";"";"Available to Loan";0;"20-132330-00";"";"";"";"";"";"";1728;"";214
"#90";"Facilities Kit/Cage";"";0;"";"2230911B";"72A";0;"";"2230911B";"Unavailable to Loan";0;"";"";"";"";"";"";"";252;"";215
"27D";"SWIC-Supported GIS Laptop";"T460";1;"";"";"";0;"A205520";"";"Cleanroom Item";0;"";"";"";"Randolph Miller <58872955.d2pp>";"";"";"Final Test";576;"";216
"27N";"SWIC-Supported GIS Laptop";"T450";0;"";"";"";0;"A204436";"";"Missing/Lost";0;"";"";"Yupeng Xiong <60528085.vxy4>";"";"";"";"Final Test";543;"";217
"28D";"SWIC-Supported GIS Laptop";"T460";1;"";"";"";0;"A205838";"";"Cleanroom Item";0;"";"Andrew Barba <60555906.dmzu>";"";"Cam Osborn <62894923.6tqg>";"";"";"Final Test";598;"";218
"20-1373";"Other (Please describe)";"Connector, Male, Elbow SAE";10;"";"";"";0;"";"";"Available to Loan";0;"20-1373";"";"";"";"";"";"";1784;"";219
"28N";"SWIC-Supported GIS Laptop";"T450";0;"";"";"";0;"A204206";"";"Missing/Lost";0;"";"";"";"";"";"";"Final Test";533;"";220
"#91";"Facilities Kit/Cage";"";1;"";"";"";0;"";"";"Available to Loan";0;"";"";"";"";"";"";"";1265;"";221
"29D";"SWIC-Supported GIS Laptop";"T460";1;"";"";"";0;"A205858";"";"Cleanroom Item";0;"";"";"";"Getachew Korme <59870608.b2pi>";"";"";"Final Test";611;"";222
"#92";"Facilities Kit/Cage";"";1;"";"";"";0;"";"";"Available to Loan";0;"";"";"";"";"";"";"";1266;"";223
"20-1442";"Other (Please describe)";"FTG, Adapter, 1/2 Barbed x 1/2-14";6;"";"";"";0;"";"";"Available to Loan";0;"20-1442";"";"";"";"";"";"";1888;"";224
"29N";"SWIC-Supported GIS Laptop";"T450";1;"";"";"";0;"A204434";"";"Cleanroom Item";0;"";"";"Ahmad Alothaimin <62963324.dibr>";"";"Anwar Ali <62190965.9qtz>";"";"Final Test";541;"";225
"24V Power Cable Whip A-02";"Cables (Provide part number)";"";1;"";"";"";0;"";"";"Available to Loan";0;"";"";"";"";"";"";"";910;"";226
"200000683";"Other (Please describe)";"Vent and Purge Filter Union, Infinicon";19;"";"";"";0;"";"";"Available to Loan";0;"";"";"";"";"";"";"";2191;"";227
"3 pin molex connector A301B1P26";"Other (Please describe)";"";0;"";"";"";0;"";"";"Unavailable to Loan";0;"";"";"";"";"";"";"";1045;"";228
"#93";"Facilities Kit/Cage";"";0;"";"2032411R";"20A";0;"";"2032411R";"Unavailable to Loan";0;"";"";"";"";"";"";"";1267;"";229
"24V Power Cable Whip A-03";"Cables (Provide part number)";"";1;"";"";"";0;"";"";"Available to Loan";0;"";"";"";"";"";"";"";911;"";230
"3/8"" Barb Hose 3/8"""" Port""";"Other (Please describe)";"";7;"";"";"";0;"";"";"Available to Loan";0;"";"";"";"";"";"";"";1903;"";231
"#94";"Facilities Kit/Cage";"";1;"";"";"";0;"";"";"Available to Loan";0;"";"";"";"";"";"";"";1268;"";232
"24V Power Cable Whip A-04";"Cables (Provide part number)";"";1;"";"";"";0;"";"";"Available to Loan";0;"";"";"";"";"";"";"";912;"";233
"3/8"" Lug MISC""";"Cables (Provide part number)";"";630;"";"";"";0;"";"";"Unavailable to Loan";0;"";"";"";"";"";"";"";1701;"";234
"3/8"" Male to Male Bulkhead""";"Other (Please describe)";"22-00190-00";23;"";"";"";0;"";"";"Available to Loan";0;"22-00190-00";"";"";"";"";"";"";1893;"";235
"200001095";"Other (Please describe)";"Flood Filter, Infinicon";10;"";"";"";0;"";"";"Available to Loan";0;"";"";"";"";"";"";"";2192;"";236
"3/8"" Male to Male Union""";"Other (Please describe)";"920-091980-006";105;"";"";"";0;"";"";"Available to Loan";0;"920-091980-006";"";"";"";"";"";"";1908;"";237
"24V Power Cable Whip A-05";"Cables (Provide part number)";"";1;"";"";"";0;"";"";"Available to Loan";0;"";"";"";"";"";"";"";913;"";238
"#95";"Facilities Kit/Cage";"";0;"";"2182461E";"55A";0;"";"2182461E";"Unavailable to Loan";0;"";"";"";"";"";"";"";1269;"";239
"3/8"" Plug""";"Other (Please describe)";"921-094857-006";136;"";"";"";0;"";"";"Available to Loan";0;"921-094857-006";"";"";"";"";"";"";1796;"";240
"3/8"" Port Connector""";"Other (Please describe)";"22-045110-00";17;"";"";"";0;"";"";"Available to Loan";0;"22-045110-00";"";"";"";"";"";"";1811;"";241
"#96";"Facilities Kit/Cage";"";0;"";"2182461A";"81A";0;"";"2182461A";"Unavailable to Loan";0;"";"";"";"";"";"";"";1311;"";242
"24V Power Cable Whip A-06";"Cables (Provide part number)";"";1;"";"";"";0;"";"";"Available to Loan";0;"";"";"";"";"";"";"";812;"";243
"20099183";"Other (Please describe)";"Exhaust Filter, Infinicon";7;"";"";"";0;"";"";"Available to Loan";0;"";"";"";"";"";"";"";2194;"";244
"3/8"" Port Connector to 1/4"""" Port Connector""";"Other (Please describe)";"22-115545-00";20;"";"";"";0;"";"";"Available to Loan";0;"22-115545-00";"";"";"";"";"";"";1860;"";245
"#97";"Facilities Kit/Cage";"";1;"";"";"";0;"";"";"Available to Loan";0;"";"";"";"";"";"";"";1312;"";246
"24V Power Cable Whip A-07";"Cables (Provide part number)";"";0;"";"";"";0;"";"";"Unavailable to Loan";0;"";"";"";"";"";"";"";914;"";247
"3/8"" Port to 1/2"""" NPT""";"Other (Please describe)";"796-061200-014";1;"";"";"";0;"";"";"Available to Loan";0;"796-061200-014";"";"";"";"";"";"";1771;"";248
"2013141-00";"Other (Please describe)";"1"" Male to 3/4"""" Male Union""";16;"";"";"";0;"";"";"Available to Loan";0;"2013141-00";"";"";"";"";"";"";1826;"";249
"#98";"Facilities Kit/Cage";"";1;"";"";"";0;"";"";"Available to Loan";0;"";"";"";"";"";"";"";1313;"";250
"24V Power Cable Whip A-08";"Cables (Provide part number)";"";1;"";"";"";0;"";"";"Available to Loan";0;"";"";"";"";"";"";"";1197;"";251
"3/8"" Port to 3/8"""" MNPT""";"Other (Please describe)";"60-119191-00";24;"";"";"";0;"";"";"Available to Loan";0;"60-119191-00";"";"";"";"";"";"";1764;"";252
"3/8"" Quick Disconnect Body""";"Other (Please describe)";"22-170559-00";15;"";"";"";0;"";"";"Available to Loan";0;"22-170559-00";"";"";"";"";"";"";1891;"";253
"#99";"Facilities Kit/Cage";"";1;"";"";"";0;"";"";"Available to Loan";0;"";"";"";"";"";"";"";1314;"";254
"3/8"" Quick Disconnect Stem""";"Other (Please describe)";"22-170558-00";10;"";"";"";0;"";"";"Available to Loan";0;"22-170558-00";"";"";"";"";"";"";1897;"";255
"208V Hoist Box Cable";"Other (Please describe)";"853-253713-002";6;"";"";"";0;"";"";"Available to Loan";0;"853-253713-002";"";"";"";"";"";"";1047;"";256
"24V Power Cable Whip A-09";"Cables (Provide part number)";"";1;"";"";"";0;"";"";"Available to Loan";0;"";"";"";"";"";"";"";1123;"";257
"3/8"" SST Back Ferrule""";"Other (Please describe)";"920-009894-006";132;"";"";"";0;"";"";"Available to Loan";0;"920-009894-006";"";"";"";"";"";"";1821;"";258
"20N";"SWIC-Supported GIS Laptop";"T460
FEN - Ammar Ghilan";1;"";"";"";0;"A205856";"";"Cleanroom Item";0;"";"";"Justin Rodriguez <62435346.dkz9>";"";"";"";"Final Test";609;"PC0JWCUU";259
"01D";"SWIC-Supported GIS Laptop";"T460
";1;"";"";"";0;"A205855";"";"Cleanroom Item";0;"";"";"";"Said Bahreman <60506097.b64i>";"";"";"Final Test";608;"PC0JWCM2";260
"3/8"" SST Front Ferrule""";"Other (Please describe)";"22-00033-00";180;"";"";"";0;"";"";"Available to Loan";0;"22-00033-00";"";"";"";"";"";"";1817;"";261
"24V Power Cable Whip A-10";"Cables (Provide part number)";"";1;"";"";"";0;"";"";"Available to Loan";0;"";"";"";"";"";"";"";1111;"";262
"01N";"SWIC-Supported GIS Laptop";"T460";1;"";"";"";0;"A204993";"";"Cleanroom Item";0;"";"";"Matthew Mglej <62152625.cgpq>";"";"Eric Cooke <63239311.dk9i>";"";"Final Test";561;"";263
"3/8"" SST NUT""";"Other (Please describe)";"22-00032-00";17;"";"";"";0;"";"";"Available to Loan";0;"22-00032-00";"";"";"";"";"";"";1805;"";264
"24V Power Cable Whip A-11";"Cables (Provide part number)";"";1;"";"";"";0;"";"";"Available to Loan";0;"";"";"";"";"";"";"";1199;"";265
"02D";"SWIC-Supported GIS Laptop";"T460";1;"";"";"";0;"A205851";"";"Cleanroom Item";0;"";"Gary Fontenot <62432355.dy7a>";"";"Angel Rosario Perez <59170941.b595>";"";"";"Final Test";604;"";266
"21-041903-08";"Other (Please describe)";"Screw, Butt, Hex, 6-32X.5, SS";85;"";"";"";0;"";"";"Available to Loan";0;"21-041903-08";"";"";"";"";"";"";1909;"";267
"24V Power Cable Whip A-12";"Cables (Provide part number)";"";1;"";"";"";0;"";"";"Available to Loan";0;"";"";"";"";"";"";"";1135;"";268
"21-132824-00";"Other (Please describe)";"Nut, 5/16"" SST""";48;"";"";"";0;"";"";"Available to Loan";0;"21-132824-00";"";"";"";"";"";"";1803;"";269
"02N";"SWIC-Supported GIS Laptop";"T470";1;"";"";"";0;"A301153";"";"Cleanroom Item";0;"";"";"William Dang <61834138.c4d9>";"";"Steven Rife <63213911.dqkg>";"";"Final Test";641;"";270
"24V Power Cable Whip A-13";"Cables (Provide part number)";"";0;"";"";"";0;"";"";"Unavailable to Loan";0;"";"";"";"";"";"";"";1200;"";271
"03-032163-00";"Other (Please describe)";"Cable Assy, 50P, Breakout";0;"";"";"";0;"";"";"Unavailable to Loan";0;"";"";"";"";"";"";"";2133;"";272
"24V Power Cable Whip A-14";"Cables (Provide part number)";"";1;"";"";"";0;"";"";"Available to Loan";0;"";"";"";"";"";"";"";1087;"";273
"03-0356561-00";"Other (Please describe)";"D78/A4P4";12;"";"";"";0;"";"";"Available to Loan";0;"";"";"";"";"";"";"";2052;"";274
"21-132834-00";"Other (Please describe)";"5/16"" SST Front Ferrule""";314;"";"";"";0;"";"";"Available to Loan";0;"21-132834-00";"";"";"";"";"";"";1815;"";275
"24V Power Cable Whip A-15";"Cables (Provide part number)";"";1;"";"";"";0;"";"";"Available to Loan";0;"";"";"";"";"";"";"";1146;"";276
"03-113583-00";"Other (Please describe)";"D-15 (1/8, 4/11)";3;"";"";"";0;"";"";"Available to Loan";0;"";"";"";"";"";"";"";2027;"";277
"21-132835-00";"Other (Please describe)";"5/16"" SST Back Ferrule""";85;"";"";"";0;"";"";"Available to Loan";0;"21-132835-00";"";"";"";"";"";"";1809;"";278
"24V Power Cable Whip A-16";"Cables (Provide part number)";"";1;"";"";"";0;"";"";"Available to Loan";0;"";"";"";"";"";"";"";1158;"";279
"3/8"" SWL to 9/16""""-18S-SAE""";"Other (Please describe)";"22-150523-00";29;"";"";"";0;"";"";"Available to Loan";0;"22-150523-00";"";"";"";"";"";"";1786;"";280
"03-149767-00";"Other (Please describe)";"D-9 (4/5)";1;"";"";"";0;"";"";"Available to Loan";0;"03-149767-00";"";"";"";"";"";"";1987;"";281
"3/8"" Tube x 3/8"""" MNPT""";"Other (Please describe)";"22-110491-00";44;"";"";"";0;"";"";"Available to Loan";0;"22-110491-00";"";"";"";"";"";"";1775;"";282
"24V Power Cable Whip A-17";"Cables (Provide part number)";"";0;"";"";"";0;"";"";"Unavailable to Loan";0;"";"";"";"";"";"";"";1153;"";283
"2178351b";"Facilities Kit/Cage";"";0;"";"";"";0;"";"";"Unavailable to Loan";0;"";"";"";"";"";"";"";187;"";284
"30D";"SWIC-Supported GIS Laptop";"T450";1;"";"";"";0;"A204433";"";"Cleanroom Item";0;"";"";"";"Jared Styer <62604612.bi9g>";"";"";"Final Test";540;"";285
"03-149767-01";"Other (Please describe)";"CABLE ASSY,ILDS BULK CAB JMPR";0;"";"";"";0;"";"";"Unavailable to Loan";0;"";"";"";"";"";"";"";2065;"";286
"30N";"SWIC-Supported GIS Laptop";"T460";1;"";"";"";0;"A205751";"";"Cleanroom Item";0;"";"";"Nashawn Crawford <61989169.hu3a>";"";"Nonilo Turiano <60342077.c6dv>";"";"Final Test";595;"PC0JWCHC";287
"24V Power Cable Whip A-18";"Cables (Provide part number)";"";1;"";"";"";0;"";"";"Available to Loan";0;"";"";"";"";"";"";"";1156;"";288
"03-149782-00";"Other (Please describe)";"TC Jumper";24;"";"";"";0;"";"";"Available to Loan";0;"";"";"";"";"";"";"";2122;"";289
"30XT30";"Cables (Provide part number)";"1/4"" 4AWG Lug""";71;"";"";"";0;"";"";"Unavailable to Loan";0;"";"";"";"";"";"";"";1705;"";290
"21D";"SWIC-Supported GIS Laptop";"T460";1;"";"";"";0;"A3000038";"";"Cleanroom Item";0;"";"Mason Berney <61876804.b44w>";"";"Sunny Gill <62823087.cty2>";"";"";"Final Test";442;"pc0lfzgg";291
"30XT35";"Cables (Provide part number)";"1/4"" 6AWG Lug""";206;"";"";"";0;"";"";"Unavailable to Loan";0;"";"";"";"";"";"";"";1707;"";292
"30XT42";"Cables (Provide part number)";"1/4"" 8AWG Lug""";80;"";"";"";0;"";"";"Unavailable to Loan";0;"";"";"";"";"";"";"";1706;"";293
"21N";"SWIC-Supported GIS Laptop";"T460";1;"";"";"";0;"A205861";"";"Cleanroom Item";0;"";"";"";"";"David Mejia <62420645.b55r>";"";"Final Test";613;"PC0JWCVG";294
"03-281066-00";"Cables (Provide part number)";"Interlink RPC Cable";4;"";"";"";0;"";"";"Available to Loan";0;"";"";"";"";"";"";"";2167;"";295
"03-307414-00";"Other (Please describe)";"D-25 (1/14, 2/10, 11/24, 12/25, 6/19";7;"";"";"";0;"";"";"Available to Loan";0;"";"";"";"";"";"";"";2038;"";296
"22-00015-000";"Other (Please describe)";"1/4"" VCR Plug""";122;"";"";"";0;"";"";"Available to Loan";0;"22-00015-000";"";"";"";"";"";"";1742;"";297
"24V Power Cable Whip A-19";"Cables (Provide part number)";"";0;"";"";"";0;"";"";"Unavailable to Loan";0;"";"";"";"";"";"";"";1154;"";298
"31D";"SWIC-Supported GIS Laptop";"T460";1;"";"";"";0;"A205739";"";"Cleanroom Item";0;"";"Bob Yates <59704393.gpyp>";"";"Bree Fergus <61790057.dabk>";"";"";"Final Test";588;"";299
"24V Power Cable Whip A-20";"Cables (Provide part number)";"";1;"";"";"";0;"";"";"Available to Loan";0;"";"";"";"";"";"";"";1141;"";300
"31N";"SWIC-Supported GIS Laptop";"T460
";1;"";"";"";0;"A205463";"";"Cleanroom Item";0;"";"";"";"";"Jacob Kern <62424860.dzbr>";"";"Final Test";962;"pc0jg2rm";301
"03-313783-00";"Other (Please describe)";"Smart Motor Cabke";1;"";"";"";0;"";"";"Available to Loan";0;"";"";"";"";"";"";"";2224;"";302
"24V Power Cable Whip A-21";"Cables (Provide part number)";"";1;"";"";"";0;"";"";"Available to Loan";0;"";"";"";"";"";"";"";1201;"";303
"32D";"SWIC-Supported GIS Laptop";"T460";1;"";"";"";0;"A204985";"";"Cleanroom Item";0;"";"Kaylyn Bolano Gil <62239364.d2vd>";"";"Paul Pullman <62330173.cukr>";"";"";"Final Test";556;"";304
"22-00150-00";"Other (Please describe)";"FTG, Tee 1/4"" VCR""";2;"";"";"";0;"";"";"Available to Loan";0;"22-00150-00";"";"";"";"";"";"";1748;"";305
"03-32159-00";"Cables- Breakout";"9 pin break out cable";5;"";"";"";0;"";"";"Available to Loan";0;"03-32159-00";"";"";"";"";"";"";1073;"";306
"32N";"SWIC-Supported GIS Laptop";"T470";1;"";"";"";0;"A301183";"";"Cleanroom Item";0;"";"";"Karen Huggins <60353462.d44e>";"";"Nicholas Karlsen <62377258.df5x>";"";"Final Test";1421;"PF0UHAVH";307
"24V Power Cable Whip A-22";"Cables (Provide part number)";"";0;"";"";"";0;"";"";"Unavailable to Loan";0;"";"";"";"";"";"";"";1148;"";308
"03-32160-00";"Cables- Breakout";"15 Pin Breakout Cable";2;"";"";"";0;"";"";"Available to Loan";0;"03-32160-00";"";"";"";"";"";"";293;"";309
"33D";"SWIC-Supported GIS Laptop";"T460
";1;"";"";"";0;"A205865";"";"Cleanroom Item";0;"";"Neil Crawford <61972642.yugk>";"";"Alec Atchison <62388755.d32x>";"";"";"Final Test";615;"";310
"22-00417-00";"Other (Please describe)";"Gasket, VCR Nickel RET 1/4""""";67;"";"";"";0;"";"";"Available to Loan";0;"22-00417-00";"";"";"";"";"";"";1746;"";311
"03-321764-00";"Other (Please describe)";"Smart Motor Cable Assy, Power, RS232, Smart Motor";5;"";"";"";0;"";"";"Available to Loan";0;"";"";"";"";"";"";"";2145;"";312
"24V Power Cable Whip A-23";"Cables (Provide part number)";"";1;"";"";"";0;"";"";"Available to Loan";0;"";"";"";"";"";"";"";1202;"";313
"24V Power Cable Whip A-24";"Cables (Provide part number)";"";1;"";"";"";0;"";"";"Available to Loan";0;"";"";"";"";"";"";"";1203;"";314
"33N";"SWIC-Supported GIS Laptop";"T460";1;"";"";"";0;"A205725";"";"Cleanroom Item";0;"";"";"Christopher Yeager <59087229.m5v8>";"";"Amjad Almudi <62469107.cbgh>";"";"Final Test";580;"";315
"22-00431-00";"Other (Please describe)";"1/4"" SST Nut""";173;"";"";"";0;"";"";"Available to Loan";0;"22-00431-00";"";"";"";"";"";"";1804;"";316
"24V Power Cable Whip A-25";"Cables (Provide part number)";"";0;"";"";"";0;"";"";"Unavailable to Loan";0;"";"";"";"";"";"";"";1147;"";317
"34-134670-00";"Other (Please describe)";"Water Leak End Terminator";12;"";"";"";0;"";"";"Available to Loan";0;"";"";"";"";"";"";"";2056;"";318
"03-345546-00";"Other (Please describe)";"J Reg Rem";4;"";"";"";0;"";"";"Available to Loan";0;"";"";"";"";"";"";"";2170;"";319
"22-00602-00";"Other (Please describe)";"FTG, Bulkhead, Union, 1/2"" VCR""";2;"";"";"";0;"";"";"Available to Loan";0;"22-00602-00";"";"";"";"";"";"";1883;"";320
"34-259984-00";"Other (Please describe)";"EMO Button";4;"";"";"";0;"";"";"Available to Loan";0;"";"";"";"";"";"";"";2140;"";321
"03-346165-00";"Other (Please describe)";"VXL AMPDS";2;"";"";"";0;"";"";"Available to Loan";0;"";"";"";"";"";"";"";2174;"";322
"03-346869-00";"Other (Please describe)";"D50 RF Switch Jumper/EIOC1/VXT";11;"";"";"";0;"";"";"Available to Loan";0;"";"";"";"";"";"";"";2093;"";323
"24V Power Cable Whip B-01";"Cables (Provide part number)";"";1;"";"";"";0;"";"";"Available to Loan";0;"";"";"";"";"";"";"";943;"";324
"03-361128-00";"Other (Please describe)";"D78/A4P2";10;"";"";"";0;"";"";"Available to Loan";0;"";"";"";"";"";"";"";2041;"";325
"22-00663-00";"Other (Please describe)";"1/4"" Male 90 degree Elbow""";54;"";"";"";0;"";"";"Available to Loan";0;"22-00663-00";"";"";"";"";"";"";1866;"";326
"34-298286-00";"Other (Please describe)";"HN Male to C Male";8;"";"";"";0;"";"";"Available to Loan";0;"";"";"";"";"";"";"";2185;"";327
"03-362105-00";"Other (Please describe)";"D78/A3P20";8;"";"";"";0;"";"";"Available to Loan";0;"";"";"";"";"";"";"";2045;"";328
"22-00701-00";"Other (Please describe)";"3/8"" Male to 1/4"""" MNPT""";16;"";"";"";0;"";"";"Available to Loan";0;"22-00701-00";"";"";"";"";"";"";1782;"";329
"22-00762-00";"Other (Please describe)";"1/8"" VCR Plug""";11;"";"";"";0;"";"";"Available to Loan";0;"22-00762-00";"";"";"";"";"";"";1739;"";330
"22-023091-00";"Other (Please describe)";"1/8"" VCR Cap""";39;"";"";"";0;"";"";"Available to Loan";0;"22-023091-00";"";"";"";"";"";"";1740;"";331
